-1,9360,13307,6487,The Way to Eden,"Action,Adventure,Mystery",51,54.0,1178.0,David Alexander,The Way of War,"Action,Adventure,Mystery",87.0,32.0,1278,"John Carter,"
-1,532,510,7212,Eliza's Horoscope,Drama,120,51.0,88.0,Gordon Sheppard,Eliza's Horoscope,Drama,120.0,,5,"Gordon Sheppard,"
-1,7025,9308,8200,American Gladiators,"Action,Television,Sport",60,66.0,1516.0,,American Heart,Drama,113.0,68.0,1531,"Martin Bell,"
-1,7905,10720,17046,Dog Soldiers,"Action,Fantasy,Horror",105,69.0,45938.0,Neil Marshall,Dog Soldiers,Horror,104.0,70.0,57646,"Neil Marshall,"
-1,9470,13443,7039,Amazon Women on the Moon,"Comedy,Sci-Fi",85,61.0,8464.0,"Joe Dante,Carl Gottlieb",Amazon Women on the Moon,"Comedy,Cult Movies,Science Fiction,Fantasy",85.0,64.0,9310,"Joe Dante,Carl Gottlieb,Peter Horton,John Landis,Robert K. Weiss,"
-1,242,241,1094,Shazam!,"Action,Family,Fantasy",30,70.0,683.0,,Shazam!,"Action,Adventure,Science Fiction,Fantasy",,,1007,
-1,3375,4115,11847,Blackadder Back & Forth,"Short,Comedy,History",33,77.0,10652.0,Paul Weiland,Blackadder Back & Forth,"Comedy,Science Fiction,Fantasy,Television",33.0,74.0,6666,"Paul Weiland,"
-1,7577,10098,1094,Shazam!,"Action,Fantasy",0,,,,Shazam!,"Action,Adventure,Science Fiction,Fantasy",,,1007,
-1,13324,21331,16888,The Book of Pooh,Family,30,63.0,352.0,,The Power of Love,"Comedy,Drama,Romance",80.0,,15,"Tyler Maddox-Simms,"
-1,8048,10990,12302,Paranormal Captivity,"Horror,Mystery",108,36.0,114.0,John Orrichio,Paranormal Activity 2,"Horror,Mystery",91.0,64.0,102745,"Tod Williams,"
-1,13492,21657,13779,Chelsea Lately,"Comedy,Television",22,63.0,3926.0,,Chelsea Walls,"Art House,International,Drama",109.0,58.0,1541,"Ethan Hawke,"
-1,4545,5960,19132,The Shannara Chronicles,"Adventure,Fantasy,Sci-Fi",42,75.0,33270.0,"Alfred Gough,Miles Millar",Space Rangers Chronicles 1,"Science Fiction,Fantasy",100.0,,0,
-1,10705,16206,7790,Comedy Central Roast of Denis Leary,Comedy,99,67.0,828.0,John Fortenberry,Comedy Central Roast of William Shatner,"Comedy,Television",,72.0,1994,"Joel Gallen,"
-1,13280,21300,13577,Despicable Me: Minion Mayhem 3D,"Animation,Short,Adventure",14,78.0,389.0,,Despicable Me 2: 3 Mini-Movie Collection,Comedy,14.0,78.0,30,"Yarrow Cheney,Bruno Dequier,Fabrice O. Joubert,Mark O' Hare,Eric Favela,"
-1,2624,2803,4126,The Black Hen,Drama,90,76.0,252.0,Min Bahadur Bham,The Black Hole,"Mystery,Science Fiction,Fantasy",,,10,
-1,562,543,3806,Kick-Ass,"Action,Comedy",117,77.0,441315.0,Matthew Vaughn,Kick-Ass,"Action,Adventure,Comedy,Drama",117.0,78.0,284438,"Matthew Vaughn,"
-1,8529,11918,7798,The Best of Times,"Comedy,Drama,Sport",104,59.0,5215.0,Roger Spottiswoode,The Best Bad Thing,Television,,,3,"Peter Rowe,"
-1,8028,10928,13219,Hostage for a Day,Comedy,95,36.0,292.0,John Candy,Hostage for a Day,Comedy,120.0,38.0,95,"John Candy,"
-1,5369,6912,14146,The Tenth Man,"Drama,War",100,71.0,974.0,Jack Gold,The Thin Man,Mystery,,,158,
-1,1245,1399,30,The Wild Life,"Animation,Adventure,Comedy",91,53.0,2316.0,"Vincent Kesteloot,Ben Stassen",The Wild Life,"Action,Adventure,Animation,Comedy",90.0,50.0,2583,"Vincent Kesteloot,"
-1,4094,5186,14000,Saturday Night Live: The Best of Eddie Murphy,"Documentary,Comedy",77,75.0,850.0,"Andy Breckman,Dave Wilson",Saturday Night Live - The Best Of,Comedy,,88.0,236,
-1,12214,18962,9024,Marwencol,Drama,0,,,,Marwencol,"Documentary,Science Fiction,Fantasy",83.0,82.0,2307,"Jeff Malmberg,"
-1,5916,7584,2330,And So It Goes,"Comedy,Drama,Romance",94,57.0,9157.0,Rob Reiner,And So It Goes,"Comedy,Drama,Romance",94.0,60.0,10991,"Rob Reiner,"
-1,729,681,15893,The New Adventures of Superman,"Animation,Sci-Fi",30,76.0,415.0,,The Misadventures of Mr. Wilt,"Comedy,Drama",84.0,68.0,303,"Michael Tuchner,"
-1,6886,9129,8359,Wrath of the Titans,News,30,,,,Beats of the Heart,"Documentary,Musical,Performing Arts",60.0,,2,"Jeremy Marre,"
-1,2271,2560,8857,The Young Ones,Comedy,410,82.0,10633.0,,The Loved Ones,"Art House,International,Horror",84.0,74.0,11767,"Sean Byrne,"
-1,9881,14164,8883,Henry: Portrait of a Serial Killer,"Biography,Crime,Drama",83,70.0,23592.0,John McNaughton,Henry: Portrait of a Serial Killer,"Drama,Horror,Mystery",90.0,72.0,11310,"John McNaughton,"
-1,5816,7487,7120,Babylon A.D.,"Action,Adventure,Sci-Fi",90,56.0,82170.0,Mathieu Kassovitz,Babylon A.D.,"Action,Adventure,Drama,Science Fiction,Fantasy",90.0,56.0,152181,"Mathieu Kassovitz,"
-1,6251,8019,13772,Fade to Black,Mystery,99,55.0,703.0,Oliver Parker,Fade to Black,Mystery,105.0,56.0,281,"Oliver Parker,"
-1,6900,9144,861,Main Street,Drama,92,47.0,2170.0,John Doyle,Sing Street,"Art House,International,Drama,Musical,Performing Arts",106.0,86.0,12201,"John Carney,"
-1,4645,6126,14806,George of the Jungle,"Animation,Adventure,Comedy",0,43.0,618.0,,Home of the Brave,"Action,Adventure,Drama",105.0,64.0,22207,"Irwin Winkler,"
-1,11057,16906,13638,Syfy 20th Anniversary Special,Documentary,120,74.0,18.0,David Stephan,FOX 25th Anniversary Special,Television,,,3,"Louis J. Horvitz,"
-1,4296,5542,5155,Chapter 26,Drama,60,96.0,4465.0,James Foley,Chapter 27,Drama,84.0,60.0,8685,"J.P. Schaefer,"
-1,7483,9938,13560,Untitled Stan Lee Project,"Action,Adventure",0,,,,Untitled Cancer Comedy,,,,43,"Nicole Holofcener,"
-1,2860,3209,16498,Birds of America,"Comedy,Drama",85,62.0,4864.0,Craig Lucas,Africans in America,Documentary,,,75,
-1,11236,17159,4571,Dependent's Day,"Comedy,Drama,Romance",0,76.0,18.0,Michael David Lynch,Dependent's Day,"Comedy,Romance",89.0,,17,"Michael David Lynch,"
-1,4965,6473,76,Assassin's Creed: Lineage,"Action,Adventure",36,73.0,3212.0,,Assassin's Creed,"Action,Adventure,Drama",116.0,,39334,"Justin Kurzel,"
-1,10842,16491,7853,"Knock, Knock","Animation,Action,Comedy",21,84.0,33.0,,Knock Knock,Mystery,99.0,46.0,7663,"Eli Roth,"
-1,5939,7606,3819,Maximum Risk,"Action,Crime,Mystery",101,54.0,16086.0,Ringo Lam,Maximum Risk,"Action,Adventure",101.0,56.0,11489,"Ringo Lam,"
-1,2177,2445,6757,Hush,"Horror,Mystery",81,66.0,31037.0,Mike Flanagan,Hush,Horror,87.0,76.0,4293,"Mike Flanagan,"
-1,7485,9941,648,Untitled Hugh Jackman Project,"Action,Adventure",0,,,,Untitled Wikileaks/HBO Project,Drama,128.0,60.0,66,"Bill Condon,"
-1,12579,19625,5542,Big Brother,Television,60,43.0,2325.0,,Brother,"Action,Adventure,Art House,International,Drama,Mystery",112.0,74.0,8676,"Takeshi Kitano,"
-1,3921,5051,12444,Haunted or Hoax,Fantasy,0,75.0,35.0,,Haunted Prison,"Comedy,Horror,Television",120.0,58.0,655,"Kevin VanHook,"
-1,7202,9525,16144,Love Is Dead!,Comedy,0,,,,Love and Debate,Drama,95.0,62.0,88,"Jessica Kavana,"
-1,10047,14599,14535,Man vs. Wild,"Adventure,Television",60,82.0,19654.0,,In the Wild,"Documentary,Special Interest",60.0,78.0,69,
-1,6146,7888,14556,American Splendor,"Biography,Comedy,Drama",101,75.0,42316.0,"Shari Springer Berman,Robert Pulcini",American Storage,"Comedy,Special Interest",,,34,"Andrew Jay Cohen,"
-1,724,681,3676,The New Adventures of Superman,"Animation,Sci-Fi",30,76.0,415.0,,The Adventures of Pluto Nash,"Action,Adventure,Comedy,Science Fiction,Fantasy",94.0,40.0,32635,"Ron Underwood,"
-1,9549,13614,14923,Round Four,"Family,Television,Musical",122,52.0,9.0,Alex Rudzinski,Hard Four,Comedy,,,51,"Charles Dennis,"
-1,65,63,648,Untitled Max Landis Project,Adventure,0,,,,Untitled Wikileaks/HBO Project,Drama,128.0,60.0,66,"Bill Condon,"
-1,3859,4932,8635,God's Not Dead,,84,50.0,1715.0,,God's Not Dead 2,Drama,120.0,66.0,12699,"Harold Cronk,"
-1,2194,2473,6073,Get the Gringo,"Action,Crime,Drama",96,70.0,87622.0,Adrian Grunberg,Get the Gringo,"Action,Adventure,Drama",95.0,72.0,9304,"Adrian Grunberg,"
-1,3193,3753,3281,Match of the Day 2,Sport,45,78.0,518.0,,Birth of the Dragon,Drama,103.0,32.0,150,"George Nolfi,"
-1,4961,6470,2229,Macbeth,"Drama,War",113,67.0,36581.0,Justin Kurzel,Macbeth,"Art House,International,Drama",113.0,70.0,21177,"Justin Kurzel,"
-1,8786,12260,993,Barbershop: The Next Cut,"Comedy,Drama",111,59.0,7604.0,Malcolm D. Lee,Barbershop: The Next Cut,Comedy,112.0,72.0,19243,"Malcolm D. Lee,"
-1,5997,7661,17821,The Iron Lady,"Biography,Drama",105,64.0,83539.0,Phyllida Lloyd,The Bacchus Lady,Drama,,,6,
-1,12648,19756,9150,The Armstrong and Miller Show,Comedy,0,76.0,575.0,,The Armstrong Lie,"Documentary,Special Interest,Sports,Fitness",122.0,74.0,5852,"Alex Gibney,"
-1,3934,5069,117,The Love Witch,"Comedy,Horror",120,67.0,146.0,Anna Biller,The Love Witch,"Drama,Horror,Mystery",120.0,74.0,790,"Anna Biller,"
-1,5149,6677,731,The Adventures of Nick,Animation,0,78.0,26.0,,The Adventures of Buckaroo Banzai,"Action,Adventure,Comedy,Science Fiction,Fantasy,Special Interest",103.0,68.0,16870,"W.D. Richter,"
-1,10922,16636,1520,Flags of Our Fathers,"Drama,History,War",135,71.0,102076.0,Clint Eastwood,Flags of Our Fathers,"Action,Adventure,Drama",131.0,70.0,267631,"Clint Eastwood,"
-1,8993,12631,19071,Devious Maids,"Comedy,Drama,Mystery",60,79.0,17204.0,,Devious Beings,"Action,Adventure,Drama,Mystery",97.0,,40,"Christopher Mazzei,Chris Mazzei,"
-1,7382,9803,10639,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Contaminated Man,"Drama,Mystery,Science Fiction,Fantasy,Television",98.0,54.0,243,"Anthony Hickox,"
-1,7142,9431,17535,7 Chinese Brothers,Comedy,76,57.0,1004.0,Bob Byington,Rhino Brothers,,,,1,
-1,7699,10319,5692,Real Rob,Comedy,30,67.0,942.0,,Real Eve,Documentary,103.0,70.0,285,"Andrew Piddington,"
-1,1063,1148,6532,Tsukiji Wonderland,Documentary,111,80.0,59.0,Shtar End,Tsukiji Wonderland,"Art House,International,Documentary",111.0,,8,"Shtar End,"
-1,10697,16194,14907,This Is Not Happening,Comedy,0,81.0,219.0,,The Happening,"Comedy,Drama",92.0,76.0,141,"Elliot Silverstein,"
-1,9576,13654,11592,King of New York,"Crime,Mystery",103,70.0,24116.0,Abel Ferrara,A Poet in New York,Drama,,78.0,18,"Aisling Walsh,"
-1,5318,6843,2356,Father of the Bride Part II,"Comedy,Family,Romance",106,59.0,27000.0,Charles Shyer,Father of the Bride: Part II,Comedy,106.0,60.0,202967,"Charles Shyer,"
-1,8222,11343,18589,Once a Thief,"Crime,Drama,Mystery",107,66.0,856.0,Ralph Nelson,It Takes a Thief,"Action,Adventure,Classics,Drama",89.0,60.0,109,
-1,2561,2755,16845,Hitch,Comedy,0,,,,Hitch,"Comedy,Romance",120.0,68.0,32623736,"Andrew Tennant,Andy Tennant,"
-1,3673,4606,2665,Like a Brother,"Drama,Romance",54,54.0,652.0,"Bernard Alapetite,Cyril Legann",Den Brother,"Kids,Family,Television",,70.0,293,"Mark L. Taylor,"
-1,6763,8907,16498,Captain America,"Action,Sci-Fi,War",97,33.0,8717.0,Albert Pyun,Africans in America,Documentary,,,75,
-1,3904,5000,11349,Hidden Reality,"Drama,Mystery",0,60.0,109.0,Mihai Mihalache,Hidden Away,"Drama,Mystery",89.0,,14,"Peter Sullivan,"
-1,603,590,16886,Life of Pi,"Adventure,Drama,Fantasy",127,80.0,447602.0,Ang Lee,Line of Duty,"Action,Adventure",101.0,56.0,78,
-1,519,498,10693,Beat,Drama,93,56.0,1251.0,Gary Walkow,Beat,Drama,89.0,62.0,1133,"Gary Walkow,"
-1,8135,11186,10041,La Femme Nikita,"Action,Mystery",117,74.0,55507.0,Luc Besson,La Femme Nikita (Nikita),"Action,Adventure,Art House,International,Drama,Mystery,Romance",115.0,72.0,55754,"Luc Besson,"
-1,4933,6443,7864,Pirates of the Caribbean: At World's End,"Action,Adventure,Fantasy",169,71.0,477886.0,Gore Verbinski,Pirates of the Caribbean: At Worlds End,"Action,Adventure,Science Fiction,Fantasy",169.0,76.0,2736873,"Gore Verbinski,"
-1,13400,21497,14813,Orphans of the Storm,"Drama,History,Romance",150,79.0,3788.0,D.W. Griffith,Trial of the Moke,Drama,90.0,,15,
-1,9938,14274,18152,Secret Invasion,"Animation,Action,Family",23,88.0,104.0,Boyd Kirkland,Secret Weapons,"Drama,Mystery",100.0,,82,
-1,10777,16355,8789,City Lights,"Comedy,Drama,Romance",87,86.0,110655.0,Charles Chaplin,City Lights,"Classics,Comedy,Drama,Romance",90.0,88.0,26477,"Charles Chaplin,"
-1,1179,1333,4626,Untitled Shimit Amin/YRF Project,Drama,0,,,,Untitled Woody Allen Project,Comedy,,,13,"Woody Allen,"
-1,8739,12204,17732,Anna and the King,"Comedy,Romance",30,74.0,298.0,,Esther and the King,"Art House,International,Classics,Drama,Faith,Spirituality",109.0,58.0,485,"Raoul Walsh,"
-1,1325,1517,1200,The Delivery Man,Comedy,30,73.0,470.0,,The New Man,"Art House,International,Comedy,Documentary,Drama",75.0,,7,"Josh Appignanesi,Devorah Baum,"
-1,2451,2705,17757,American Blood,"Crime,Drama",0,,,,American Hero,"Action,Adventure,Comedy,Science Fiction,Fantasy",86.0,52.0,295,"Nick Love,"
-1,6297,8064,2616,Vantage Point,"Crime,Drama,Mystery",90,66.0,128486.0,Pete Travis,Vantage Point,"Action,Adventure,Drama,Mystery",90.0,66.0,373385,"Pete Travis,"
-1,9292,13119,12891,The Great Gatsby,News,30,,,,The Great Gatsby,"Classics,Drama,Romance",144.0,62.0,20627,"Jack Clayton,"
-1,6129,7871,12819,Body,"Drama,Mystery",75,53.0,763.0,"Dan Berk,Robert Olsen",Body,"Drama,Horror,Mystery",75.0,56.0,127,"Robert Ohlsen,Dan Berk,"
-1,9850,14108,6832,Popcorn,"Comedy,Horror",91,57.0,2460.0,"Mark Herrier,Alan Ormsby",Popcorn Porn,"Comedy,Documentary",,72.0,632,"Joey Figueroa,Zak Knutson,"
-1,1849,2095,11819,House Hunters,"Documentary,Television",30,70.0,878.0,,House of Versace,Drama,90.0,62.0,54,"Sara Sugarman,"
-1,12705,19873,6860,The Other,Drama,83,60.0,455.0,Ariel Rotter,The Other Son,Drama,105.0,78.0,7290,"Lorraine Lvy,"
-1,12666,19811,6414,Maps to the Stars,"Comedy,Drama",111,62.0,29000.0,David Cronenberg,Maps to the Stars,Comedy,112.0,60.0,10362,"David Cronenberg,"
-1,1581,1715,2397,Wayne's World,"Comedy,Musical",94,70.0,116049.0,Penelope Spheeris,Wayne's World 2,Comedy,94.0,62.0,294533,"Stephen Surjik,"
-1,7233,9563,15429,The Prince,"Action,Mystery",93,46.0,13386.0,Brian A Miller,The Prince,Drama,103.0,48.0,3058,"Brian A. Miller,"
-1,2724,2979,1153,Wyrd Sisters,"Animation,Comedy,Fantasy",140,72.0,703.0,,Sisters,"Comedy,Drama",123.0,66.0,39983,"Jason Moore,"
-1,13228,21091,9099,Lagaan: Once Upon a Time in India,"Adventure,Drama,Musical",224,82.0,74081.0,Ashutosh Gowariker,Lagaan: Once Upon a Time in India,"Art House,International,Comedy,Drama,Musical,Performing Arts",225.0,84.0,19522,"Mansoor Khan,Ashutosh Gowariker,"
-1,3127,3614,4139,Penguins of Madagascar,"Animation,Adventure,Comedy",92,67.0,61377.0,"Eric Darnell,Simon J. Smith",Penguins Of Madagascar,Animation,92.0,72.0,65029,"J.P. Simon,Simon J. Smith,Eric Darnell,"
-1,5711,7392,18450,Justice League: Throne of Atlantis,"Animation,Action,Adventure",72,67.0,11254.0,Ethan Spaulding,Justice League: Throne Of Atlantis,"Action,Adventure,Animation",72.0,72.0,1686,"Ethan Spaulding,"
-1,7097,9371,18080,Bordertown,"Crime,Drama,Mystery",112,61.0,8544.0,Gregory Nava,Bordertown,"Action,Adventure,Drama,Mystery",111.0,68.0,17770,"Gregory Nava,"
-1,6783,8919,10523,Captain America,"Animation,Comedy",0,73.0,40.0,,Hamilton's America,,85.0,88.0,26,
-1,7299,9675,7571,Waist Deep,"Action,Crime,Drama",97,59.0,8300.0,Vondie Curtis-Hall,Waist Deep,"Action,Adventure,Drama",97.0,72.0,94115,"Stan Lathan,Vondie Curtis-Hall,"
-1,4020,5166,8948,"Six, Lies and Videotape","Animation,Comedy,Fantasy",22,73.0,18.0,,"Sex, Lies, and Videotape","Art House,International,Drama",99.0,68.0,32066,"Steven Soderbergh,"
-1,11153,16970,10400,Manhattan Night,"Crime,Drama,Mystery",113,62.0,4874.0,Brian DeCubellis,Graduation Night,Comedy,,52.0,54,"Alpesh Patel,"
-1,4499,5919,11009,Echoes,"Drama,Mystery,Sci-Fi",43,,,Dean White,Echoes,"Drama,Television,Romance",208.0,,7,
-1,2350,2631,5241,Mothers and Daughters,Drama,90,48.0,1117.0,"Paul Duddridge,Nigel Levy",Mothers and Daughters,Comedy,90.0,56.0,317,"Paul Duddridge,"
-1,10112,14723,14892,Pond Life,"Short,Comedy,Sci-Fi",5,82.0,671.0,,Club Life,"Action,Adventure",97.0,46.0,14,"Norman Thaddeus Vane,"
-1,8549,11951,10345,Sommersby,"Drama,Mystery,Romance",114,61.0,15614.0,Jon Amiel,Sommersby,"Drama,Mystery,Romance",114.0,62.0,13469,"Jon Amiel,"
